time,T_out,RH_out,T_in,RH_in,Q_m3h
2023-01-07 13:00:00+00:00,-2.31,20.28,7.22,27.75,131.0
2023-01-07 14:00:00+00:00,-2.02,19.27,7.23,27.67,131.0
2023-01-07 15:00:00+00:00,-2.07,18.3,7.23,27.44,131.0
2023-01-07 16:00:00+00:00,-1.85,17.45,7.25,27.23,131.0
2023-01-07 17:00:00+00:00,-1.21,16.79,7.27,27.13,131.0
2023-01-07 18:00:00+00:00,-1.13,16.92,7.28,27.16,131.0
2023-01-07 19:00:00+00:00,-2.06,17.77,7.24,27.18,131.0
2023-01-07 20:00:00+00:00,-2.87,17.05,7.21,26.9,131.0
2023-01-07 21:00:00+00:00,-3.15,16.31,7.19,26.59,131.0
2023-01-07 22:00:00+00:00,-3.35,16.0,7.18,26.39,131.0
2023-01-07 23:00:00+00:00,-3.45,15.56,7.18,26.23,131.0
2023-01-08 00:00:00+00:00,-3.44,15.25,5.12,16.26,860.0
2023-01-08 01:00:00+00:00,-2.75,15.23,5.24,16.29,860.0
2023-01-08 02:00:00+00:00,-0.02,16.33,5.83,17.9,860.0
2023-01-08 03:00:00+00:00,3.4,11.22,6.59,15.82,860.0
2023-01-08 04:00:00+00:00,4.98,8.19,6.95,13.95,860.0
2023-01-08 05:00:00+00:00,5.59,7.99,7.09,13.91,860.0
2023-01-08 06:00:00+00:00,5.78,7.89,7.13,13.87,860.0
2023-01-08 07:00:00+00:00,5.67,8.09,7.11,14.0,860.0
2023-01-08 08:00:00+00:00,4.51,10.69,6.85,15.73,860.0
2023-01-08 09:00:00+00:00,1.8,16.43,6.23,18.78,860.0
2023-01-08 10:00:00+00:00,0.71,14.43,7.23,23.55,131.0
2023-01-08 11:00:00+00:00,0.72,14.63,7.23,25.74,131.0
2023-01-08 12:00:00+00:00,0.76,14.18,7.24,26.43,131.0
2023-01-08 13:00:00+00:00,0.27,14.04,7.23,26.56,131.0
2023-01-08 14:00:00+00:00,0.05,13.38,7.22,26.42,131.0
2023-01-08 15:00:00+00:00,0.45,12.57,7.24,26.22,131.0
2023-01-08 16:00:00+00:00,0.72,12.33,7.26,26.14,131.0
2023-01-08 17:00:00+00:00,0.4,12.4,7.25,26.09,131.0
2023-01-08 18:00:00+00:00,0.12,12.43,7.24,26.04,131.0
2023-01-08 19:00:00+00:00,1.0,11.45,7.28,25.89,131.0
2023-01-08 20:00:00+00:00,1.4,10.72,7.3,25.72,131.0
2023-01-08 21:00:00+00:00,0.75,11.03,7.27,25.68,131.0
2023-01-08 22:00:00+00:00,-0.59,11.99,7.21,25.72,131.0
2023-01-08 23:00:00+00:00,-1.54,12.72,7.17,25.74,131.0
2023-01-09 00:00:00+00:00,-1.49,12.67,5.5,15.48,860.0
2023-01-09 01:00:00+00:00,-0.38,12.69,5.72,15.63,860.0
2023-01-09 02:00:00+00:00,2.64,13.62,6.39,17.24,860.0
2023-01-09 03:00:00+00:00,6.94,13.3,7.36,18.86,860.0
2023-01-09 04:00:00+00:00,10.51,10.34,8.18,17.68,860.0
2023-01-09 05:00:00+00:00,11.41,7.85,8.4,15.37,860.0
2023-01-09 06:00:00+00:00,10.87,8.54,8.3,15.88,860.0
2023-01-09 07:00:00+00:00,8.99,10.74,7.89,17.38,860.0
2023-01-09 08:00:00+00:00,6.35,19.44,7.3,23.67,860.0
2023-01-09 09:00:00+00:00,3.29,20.8,6.6,22.7,860.0
2023-01-09 10:00:00+00:00,0.71,22.32,7.27,26.92,131.0
2023-01-09 11:00:00+00:00,0.42,19.18,7.26,27.97,131.0
2023-01-09 12:00:00+00:00,0.13,17.21,7.24,27.82,131.0
2023-01-09 13:00:00+00:00,-1.24,18.54,7.18,27.78,131.0
2023-01-09 14:00:00+00:00,-3.26,21.67,7.09,27.94,131.0
2023-01-09 15:00:00+00:00,-3.87,22.8,7.06,28.02,131.0
2023-01-09 16:00:00+00:00,-3.74,23.74,7.06,28.23,131.0
2023-01-09 17:00:00+00:00,-3.36,25.01,7.07,28.63,131.0
2023-01-09 18:00:00+00:00,-3.12,24.51,7.08,28.75,131.0
2023-01-09 19:00:00+00:00,-3.42,24.27,7.06,28.68,131.0
2023-01-09 20:00:00+00:00,-3.66,25.08,7.05,28.74,131.0
2023-01-09 21:00:00+00:00,-3.47,25.85,7.05,28.94,131.0
2023-01-09 22:00:00+00:00,-3.69,27.83,7.04,29.32,131.0
2023-01-09 23:00:00+00:00,-3.97,29.42,7.02,29.65,131.0
2023-01-10 00:00:00+00:00,-3.65,29.53,4.97,23.34,860.0
2023-01-10 01:00:00+00:00,-2.97,28.45,5.08,23.16,860.0
2023-01-10 02:00:00+00:00,-1.28,24.69,5.43,22.29,860.0
2023-01-10 03:00:00+00:00,0.76,23.5,5.87,22.94,860.0
2023-01-10 04:00:00+00:00,2.69,22.08,6.29,23.35,860.0
2023-01-10 05:00:00+00:00,3.2,21.44,6.4,23.27,860.0
2023-01-10 06:00:00+00:00,2.81,22.39,6.31,23.68,860.0
2023-01-10 07:00:00+00:00,2.16,24.19,6.15,24.46,860.0
2023-01-10 08:00:00+00:00,1.22,26.88,5.93,25.54,860.0
2023-01-10 09:00:00+00:00,-0.69,32.48,5.48,27.37,860.0
2023-01-10 10:00:00+00:00,-2.91,39.11,6.83,30.38,131.0
2023-01-10 11:00:00+00:00,-2.5,37.52,6.85,32.16,131.0
2023-01-10 12:00:00+00:00,-1.77,35.03,6.89,32.62,131.0
2023-01-10 13:00:00+00:00,-0.95,34.59,6.93,33.06,131.0
2023-01-10 14:00:00+00:00,-0.54,34.55,6.95,33.41,131.0
2023-01-10 15:00:00+00:00,-0.37,33.59,6.97,33.41,131.0
2023-01-10 16:00:00+00:00,-0.74,32.52,6.96,33.02,131.0
2023-01-10 17:00:00+00:00,-1.2,32.55,6.94,32.69,131.0
2023-01-10 18:00:00+00:00,-1.26,31.71,6.94,32.35,131.0
2023-01-10 19:00:00+00:00,-1.27,31.24,6.94,32.12,131.0
2023-01-10 20:00:00+00:00,-1.64,31.71,6.93,32.0,131.0
2023-01-10 21:00:00+00:00,-2.51,33.58,6.89,32.0,131.0
2023-01-10 22:00:00+00:00,-4.13,37.61,6.82,32.1,131.0
2023-01-10 23:00:00+00:00,-4.74,39.62,6.79,32.2,131.0
2023-01-11 00:00:00+00:00,-4.4,36.58,4.64,26.39,860.0
2023-01-11 01:00:00+00:00,-2.49,30.31,5.04,24.68,860.0
2023-01-11 02:00:00+00:00,-0.35,29.4,5.49,25.89,860.0
2023-01-11 03:00:00+00:00,1.07,34.27,5.8,30.32,860.0
2023-01-11 04:00:00+00:00,5.64,26.65,6.83,29.57,860.0
2023-01-11 05:00:00+00:00,8.52,25.41,7.49,31.49,860.0
2023-01-11 06:00:00+00:00,8.24,26.12,7.44,31.87,860.0
2023-01-11 07:00:00+00:00,7.62,25.71,7.31,30.8,860.0
2023-01-11 08:00:00+00:00,5.96,29.23,6.94,32.02,860.0
2023-01-11 09:00:00+00:00,2.83,35.15,6.23,32.95,860.0
2023-01-11 10:00:00+00:00,0.2,35.8,6.92,33.56,131.0
2023-01-11 11:00:00+00:00,0.26,28.61,6.93,32.62,131.0
2023-01-11 12:00:00+00:00,0.8,22.8,6.96,31.06,131.0
2023-01-11 13:00:00+00:00,1.25,19.68,6.98,29.87,131.0
2023-01-11 14:00:00+00:00,1.66,17.94,7.0,29.11,131.0
2023-01-11 15:00:00+00:00,2.58,16.07,7.04,28.55,131.0
2023-01-11 16:00:00+00:00,3.1,14.79,7.07,28.13,131.0
2023-01-11 17:00:00+00:00,4.81,12.52,7.15,27.65,131.0
2023-01-11 18:00:00+00:00,0.73,18.4,6.98,28.3,131.0
2023-01-11 19:00:00+00:00,-2.99,32.07,6.82,30.28,131.0
2023-01-11 20:00:00+00:00,-4.43,40.95,6.75,31.96,131.0
2023-01-11 21:00:00+00:00,-5.32,48.36,6.71,33.36,131.0
2023-01-11 22:00:00+00:00,-6.14,53.11,6.67,34.19,131.0
2023-01-11 23:00:00+00:00,-6.7,54.78,6.64,34.44,131.0
2023-01-12 00:00:00+00:00,-6.92,53.62,4.0,31.55,860.0
2023-01-12 01:00:00+00:00,-6.83,51.35,3.97,28.64,1290.0
2023-01-12 02:00:00+00:00,-6.59,49.59,3.98,28.22,1290.0
2023-01-12 03:00:00+00:00,-6.84,52.29,3.88,29.18,1290.0
2023-01-12 04:00:00+00:00,-6.98,54.55,3.8,30.07,1290.0
2023-01-12 05:00:00+00:00,-6.98,55.38,3.76,30.51,1290.0
2023-01-12 06:00:00+00:00,-7.42,60.03,3.62,32.0,1290.0
2023-01-12 07:00:00+00:00,-7.92,64.05,3.47,33.06,1290.0
2023-01-12 08:00:00+00:00,-8.33,66.01,3.33,33.34,1290.0
2023-01-12 09:00:00+00:00,-8.86,67.82,3.17,33.35,1290.0
2023-01-12 10:00:00+00:00,-9.63,71.18,5.97,31.71,196.5
2023-01-12 11:00:00+00:00,-10.15,72.56,5.96,32.59,196.5
2023-01-12 12:00:00+00:00,-10.49,72.19,5.96,32.49,196.5
2023-01-12 13:00:00+00:00,-10.9,71.58,5.95,32.05,196.5
2023-01-12 14:00:00+00:00,-11.41,70.84,5.94,31.44,196.5
2023-01-12 15:00:00+00:00,-11.9,69.74,5.92,30.78,196.5
2023-01-12 16:00:00+00:00,-12.1,66.61,5.92,30.03,196.5
2023-01-12 17:00:00+00:00,-12.28,65.81,5.92,29.6,196.5
2023-01-12 18:00:00+00:00,-12.6,67.78,5.91,29.55,196.5
2023-01-12 19:00:00+00:00,-12.92,69.12,5.9,29.51,196.5
2023-01-12 20:00:00+00:00,-13.04,69.21,5.9,29.43,196.5
2023-01-12 21:00:00+00:00,-13.05,69.96,5.9,29.49,196.5
2023-01-12 22:00:00+00:00,-13.18,71.51,5.89,29.63,196.5
2023-01-12 23:00:00+00:00,-13.4,74.4,5.88,29.89,196.5
2023-01-13 00:00:00+00:00,-13.59,75.72,2.11,29.44,1290.0
2023-01-13 01:00:00+00:00,-13.33,73.96,2.1,29.34,1290.0
2023-01-13 02:00:00+00:00,-12.29,67.33,2.28,28.67,1290.0
2023-01-13 03:00:00+00:00,-11.66,63.05,2.37,28.1,1290.0
2023-01-13 04:00:00+00:00,-11.2,59.36,2.42,27.44,1290.0
2023-01-13 05:00:00+00:00,-10.77,56.54,2.47,27.0,1290.0
2023-01-13 06:00:00+00:00,-10.38,52.95,2.52,26.17,1290.0
2023-01-13 07:00:00+00:00,-10.36,52.31,2.48,26.01,1290.0
2023-01-13 08:00:00+00:00,-10.61,53.51,2.39,26.24,1290.0
2023-01-13 09:00:00+00:00,-11.17,55.71,2.23,26.47,1290.0
2023-01-13 10:00:00+00:00,-11.84,57.35,5.36,26.69,196.5
2023-01-13 11:00:00+00:00,-12.23,58.8,5.37,30.05,131.0
2023-01-13 12:00:00+00:00,-12.57,60.65,5.37,31.3,131.0
2023-01-13 13:00:00+00:00,-12.97,62.88,5.38,31.8,131.0
2023-01-13 14:00:00+00:00,-13.41,65.44,5.38,32.04,131.0
2023-01-13 15:00:00+00:00,-13.91,68.49,5.37,32.2,131.0
2023-01-13 16:00:00+00:00,-14.24,71.37,5.37,32.36,131.0
2023-01-13 17:00:00+00:00,-14.39,73.9,5.37,30.18,196.5
2023-01-13 18:00:00+00:00,-14.53,75.61,5.38,29.7,196.5
2023-01-13 19:00:00+00:00,-14.81,79.17,5.38,29.81,196.5
2023-01-13 20:00:00+00:00,-14.99,81.28,5.38,32.01,131.0
2023-01-13 21:00:00+00:00,-15.11,83.84,5.38,32.96,131.0
2023-01-13 22:00:00+00:00,-15.18,86.07,5.38,33.45,131.0
2023-01-13 23:00:00+00:00,-15.17,87.68,5.39,33.76,131.0
2023-01-14 00:00:00+00:00,-15.09,87.06,1.43,33.69,860.0
2023-01-14 01:00:00+00:00,-14.63,83.48,1.47,33.29,860.0
2023-01-14 02:00:00+00:00,-13.31,74.71,1.71,32.53,860.0
2023-01-14 03:00:00+00:00,-11.95,66.07,1.97,31.54,860.0
2023-01-14 04:00:00+00:00,-10.71,57.99,2.21,30.26,860.0
2023-01-14 05:00:00+00:00,-9.86,52.18,2.36,29.09,860.0
2023-01-14 06:00:00+00:00,-9.49,48.97,2.41,28.28,860.0
2023-01-14 07:00:00+00:00,-9.53,47.64,2.37,27.76,860.0
2023-01-14 08:00:00+00:00,-10.0,48.11,2.24,27.54,860.0
2023-01-14 09:00:00+00:00,-11.15,49.87,1.94,27.16,860.0
2023-01-14 10:00:00+00:00,-12.82,54.65,4.97,27.89,131.0
2023-01-14 11:00:00+00:00,-13.88,60.25,4.95,30.1,131.0
2023-01-14 12:00:00+00:00,-14.82,65.71,4.93,31.02,131.0
2023-01-14 13:00:00+00:00,-15.51,70.9,4.92,31.5,131.0
2023-01-14 14:00:00+00:00,-15.75,72.47,4.93,31.69,131.0
2023-01-14 15:00:00+00:00,-16.01,75.11,4.93,31.86,131.0
2023-01-14 16:00:00+00:00,-16.29,77.05,4.94,31.96,131.0
2023-01-14 17:00:00+00:00,-16.56,79.94,4.94,32.1,131.0
2023-01-14 18:00:00+00:00,-16.84,81.08,4.94,32.11,131.0
2023-01-14 19:00:00+00:00,-17.1,82.08,4.94,32.07,131.0
2023-01-14 20:00:00+00:00,-17.46,82.82,4.93,31.96,131.0
2023-01-14 21:00:00+00:00,-17.72,81.67,4.93,31.72,131.0
2023-01-14 22:00:00+00:00,-17.9,77.67,4.93,31.28,131.0
2023-01-14 23:00:00+00:00,-18.07,73.44,4.92,30.77,131.0
2023-01-15 00:00:00+00:00,-18.3,68.33,0.43,26.13,860.0
2023-01-15 01:00:00+00:00,-17.23,58.73,0.6,24.65,860.0
2023-01-15 02:00:00+00:00,-14.36,46.53,1.18,23.55,860.0
2023-01-15 03:00:00+00:00,-12.74,42.82,1.5,23.59,860.0
2023-01-15 04:00:00+00:00,-11.79,40.51,1.67,23.53,860.0
2023-01-15 05:00:00+00:00,-11.24,37.37,1.76,22.86,860.0
2023-01-15 06:00:00+00:00,-11.11,35.76,1.76,22.4,860.0
2023-01-15 07:00:00+00:00,-11.19,34.28,1.71,21.86,860.0
2023-01-15 08:00:00+00:00,-11.44,33.28,1.62,21.39,860.0
2023-01-15 09:00:00+00:00,-12.06,33.94,1.44,21.3,860.0
2023-01-15 10:00:00+00:00,-13.16,35.43,4.59,24.11,131.0
2023-01-15 11:00:00+00:00,-13.88,36.38,4.59,26.51,131.0
2023-01-15 12:00:00+00:00,-14.44,39.09,4.59,27.49,131.0
2023-01-15 13:00:00+00:00,-15.07,43.07,4.59,28.06,131.0
2023-01-15 14:00:00+00:00,-15.61,47.88,4.59,28.53,131.0
2023-01-15 15:00:00+00:00,-15.88,50.87,4.6,28.87,131.0
2023-01-15 16:00:00+00:00,-16.01,54.19,4.61,29.23,131.0
2023-01-15 17:00:00+00:00,-16.43,57.27,4.61,29.48,131.0
2023-01-15 18:00:00+00:00,-16.94,62.02,4.6,29.78,131.0
2023-01-15 19:00:00+00:00,-17.29,66.13,4.6,30.08,131.0
2023-01-15 20:00:00+00:00,-17.31,70.33,4.61,30.48,131.0
2023-01-15 21:00:00+00:00,-17.17,73.44,4.62,30.9,131.0
2023-01-15 22:00:00+00:00,-16.85,75.2,4.65,31.31,131.0
2023-01-15 23:00:00+00:00,-16.31,75.25,4.68,31.68,131.0
2023-01-16 00:00:00+00:00,-16.04,76.12,0.69,30.48,860.0
2023-01-16 01:00:00+00:00,-14.74,69.9,0.92,30.16,860.0
2023-01-16 02:00:00+00:00,-12.72,61.46,1.33,29.86,860.0
2023-01-16 03:00:00+00:00,-11.39,56.29,1.59,29.59,860.0
2023-01-16 04:00:00+00:00,-10.43,52.72,1.77,29.35,860.0
2023-01-16 05:00:00+00:00,-9.77,50.7,1.89,29.31,860.0
2023-01-16 06:00:00+00:00,-9.32,49.17,1.96,29.21,860.0
2023-01-16 07:00:00+00:00,-9.12,49.26,1.98,29.49,860.0
2023-01-16 08:00:00+00:00,-9.39,50.95,1.9,29.92,860.0
2023-01-16 09:00:00+00:00,-10.18,54.12,1.69,30.35,860.0
2023-01-16 10:00:00+00:00,-12.32,61.73,4.41,30.21,131.0
2023-01-16 11:00:00+00:00,-13.64,68.9,4.38,32.12,131.0
2023-01-16 12:00:00+00:00,-14.05,70.06,4.39,32.69,131.0
2023-01-16 13:00:00+00:00,-14.08,70.26,4.41,32.89,131.0
2023-01-16 14:00:00+00:00,-14.02,68.36,4.44,32.79,131.0
2023-01-16 15:00:00+00:00,-13.84,66.48,4.47,32.64,131.0
2023-01-16 16:00:00+00:00,-13.69,63.35,4.49,32.33,131.0
2023-01-16 17:00:00+00:00,-13.88,62.2,4.5,32.03,131.0
2023-01-16 18:00:00+00:00,-14.54,62.92,4.49,31.73,131.0
2023-01-16 19:00:00+00:00,-15.07,63.61,4.48,31.47,131.0
2023-01-16 20:00:00+00:00,-15.33,62.62,4.48,31.17,131.0
2023-01-16 21:00:00+00:00,-15.49,62.7,4.48,31.0,131.0
2023-01-16 22:00:00+00:00,-15.45,64.2,4.49,31.08,131.0
2023-01-16 23:00:00+00:00,-15.29,65.82,4.51,31.31,131.0
2023-01-17 00:00:00+00:00,-15.27,68.25,0.69,29.43,860.0
2023-01-17 01:00:00+00:00,-14.03,61.64,0.91,28.72,860.0
2023-01-17 02:00:00+00:00,-10.81,47.19,1.6,27.05,860.0
2023-01-17 03:00:00+00:00,-7.96,41.02,2.21,27.17,860.0
2023-01-17 04:00:00+00:00,-6.15,38.0,2.6,27.47,860.0
2023-01-17 05:00:00+00:00,-5.38,35.17,2.76,26.8,860.0
2023-01-17 06:00:00+00:00,-5.14,34.08,2.8,26.46,860.0
2023-01-17 07:00:00+00:00,-5.34,34.65,2.74,26.59,860.0
2023-01-17 08:00:00+00:00,-5.97,36.95,2.59,27.2,860.0
2023-01-17 09:00:00+00:00,-7.59,41.26,2.2,27.76,860.0
2023-01-17 10:00:00+00:00,-10.66,52.45,4.39,29.43,131.0
2023-01-17 11:00:00+00:00,-12.16,59.42,4.35,31.57,131.0
2023-01-17 12:00:00+00:00,-12.93,61.02,4.34,32.14,131.0
2023-01-17 13:00:00+00:00,-13.32,59.01,4.34,31.95,131.0
2023-01-17 14:00:00+00:00,-13.76,59.23,4.34,31.71,131.0
2023-01-17 15:00:00+00:00,-14.24,61.12,4.33,31.62,131.0
2023-01-17 16:00:00+00:00,-14.81,65.22,4.32,31.74,131.0
2023-01-17 17:00:00+00:00,-15.5,72.94,4.31,32.18,131.0
2023-01-17 18:00:00+00:00,-16.17,81.26,4.29,32.74,131.0
2023-01-17 19:00:00+00:00,-16.66,86.95,4.28,33.16,131.0
2023-01-17 20:00:00+00:00,-16.86,87.61,4.27,33.26,131.0
2023-01-17 21:00:00+00:00,-16.95,88.38,4.28,33.3,131.0
2023-01-17 22:00:00+00:00,-17.03,90.07,4.28,33.41,131.0
2023-01-17 23:00:00+00:00,-16.94,88.39,4.29,33.35,131.0
2023-01-18 00:00:00+00:00,-16.75,82.05,0.23,31.67,860.0
2023-01-18 01:00:00+00:00,-15.17,65.86,0.52,29.01,860.0
2023-01-18 02:00:00+00:00,-11.28,44.48,1.35,25.83,860.0
2023-01-18 03:00:00+00:00,-8.55,35.37,1.94,24.43,860.0
2023-01-18 04:00:00+00:00,-7.08,31.5,2.25,23.79,860.0
2023-01-18 05:00:00+00:00,-6.53,30.4,2.35,23.68,860.0
2023-01-18 06:00:00+00:00,-6.54,31.57,2.33,24.25,860.0
2023-01-18 07:00:00+00:00,-6.8,34.26,2.26,25.35,860.0
2023-01-18 08:00:00+00:00,-7.42,38.66,2.1,26.9,860.0
2023-01-18 09:00:00+00:00,-8.7,44.19,1.79,28.2,860.0
2023-01-18 10:00:00+00:00,-11.33,54.06,4.16,29.44,131.0
2023-01-18 11:00:00+00:00,-12.51,60.14,4.13,31.57,131.0
2023-01-18 12:00:00+00:00,-12.63,59.49,4.15,32.17,131.0
2023-01-18 13:00:00+00:00,-12.51,56.87,4.17,32.13,131.0
2023-01-18 14:00:00+00:00,-12.49,54.14,4.19,31.81,131.0
2023-01-18 15:00:00+00:00,-12.49,50.21,4.21,31.25,131.0
2023-01-18 16:00:00+00:00,-12.46,49.4,4.23,30.97,131.0
2023-01-18 17:00:00+00:00,-12.67,49.01,4.23,30.75,131.0
2023-01-18 18:00:00+00:00,-13.03,45.83,4.23,30.2,131.0
2023-01-18 19:00:00+00:00,-13.1,44.06,4.24,29.78,131.0
2023-01-18 20:00:00+00:00,-13.18,47.83,4.25,30.0,131.0
2023-01-18 21:00:00+00:00,-13.55,48.02,4.24,29.98,131.0
2023-01-18 22:00:00+00:00,-13.8,46.94,4.24,29.78,131.0
2023-01-18 23:00:00+00:00,-13.89,45.86,4.25,29.56,131.0
2023-01-19 00:00:00+00:00,-13.82,43.37,0.76,23.73,860.0
2023-01-19 01:00:00+00:00,-12.22,37.51,1.07,22.74,860.0
2023-01-19 02:00:00+00:00,-8.01,27.99,1.98,21.64,860.0
2023-01-19 03:00:00+00:00,-5.45,24.87,2.54,21.67,860.0
2023-01-19 04:00:00+00:00,-4.33,25.45,2.78,22.69,860.0
2023-01-19 05:00:00+00:00,-3.8,25.52,2.89,23.1,860.0
2023-01-19 06:00:00+00:00,-3.79,26.39,2.88,23.61,860.0
2023-01-19 07:00:00+00:00,-4.11,27.73,2.8,24.15,860.0
2023-01-19 08:00:00+00:00,-4.81,30.1,2.63,24.92,860.0
2023-01-19 09:00:00+00:00,-6.39,33.72,2.26,25.54,860.0
2023-01-19 10:00:00+00:00,-9.56,42.51,4.18,28.12,131.0
2023-01-19 11:00:00+00:00,-11.23,48.78,4.13,30.34,131.0
2023-01-19 12:00:00+00:00,-11.93,50.11,4.11,30.99,131.0
2023-01-19 13:00:00+00:00,-12.2,48.81,4.12,30.95,131.0
2023-01-19 14:00:00+00:00,-12.42,47.83,4.12,30.74,131.0
2023-01-19 15:00:00+00:00,-12.64,46.13,4.13,30.39,131.0
2023-01-19 16:00:00+00:00,-12.78,43.36,4.13,29.91,131.0
2023-01-19 17:00:00+00:00,-12.92,41.19,4.14,29.45,131.0
2023-01-19 18:00:00+00:00,-13.1,39.12,4.14,29.01,131.0
2023-01-19 19:00:00+00:00,-13.19,38.06,4.14,28.71,131.0
2023-01-19 20:00:00+00:00,-13.32,37.11,4.15,28.47,131.0
2023-01-19 21:00:00+00:00,-13.51,37.75,4.15,28.4,131.0
2023-01-19 22:00:00+00:00,-13.64,37.48,4.15,28.31,131.0
2023-01-19 23:00:00+00:00,-13.62,35.97,4.15,28.13,131.0
2023-01-20 00:00:00+00:00,-13.69,35.49,0.71,21.43,860.0
2023-01-20 01:00:00+00:00,-12.27,31.2,0.97,20.62,860.0
2023-01-20 02:00:00+00:00,-8.35,24.71,1.82,20.08,860.0
2023-01-20 03:00:00+00:00,-6.2,22.36,2.28,20.08,860.0
2023-01-20 04:00:00+00:00,-5.12,21.39,2.51,20.14,860.0
2023-01-20 05:00:00+00:00,-4.64,21.82,2.6,20.63,860.0
2023-01-20 06:00:00+00:00,-4.52,22.54,2.62,21.11,860.0
2023-01-20 07:00:00+00:00,-4.77,24.34,2.55,21.95,860.0
2023-01-20 08:00:00+00:00,-5.42,26.76,2.39,22.84,860.0
2023-01-20 09:00:00+00:00,-7.09,30.11,1.99,23.4,860.0
2023-01-20 10:00:00+00:00,-10.36,39.07,4.0,26.67,131.0
2023-01-20 11:00:00+00:00,-12.1,43.8,3.95,28.94,131.0
2023-01-20 12:00:00+00:00,-12.64,43.34,3.94,29.5,131.0
2023-01-20 13:00:00+00:00,-12.89,40.97,3.95,29.34,131.0
2023-01-20 14:00:00+00:00,-13.38,41.43,3.94,29.2,131.0
2023-01-20 15:00:00+00:00,-13.91,43.47,3.93,29.2,131.0
2023-01-20 16:00:00+00:00,-14.34,44.43,3.92,29.17,131.0
2023-01-20 17:00:00+00:00,-14.78,46.26,3.91,29.21,131.0
2023-01-20 18:00:00+00:00,-15.11,46.87,3.9,29.18,131.0
2023-01-20 19:00:00+00:00,-15.31,46.08,3.9,29.03,131.0
2023-01-20 20:00:00+00:00,-15.4,44.79,3.91,28.83,131.0
2023-01-20 21:00:00+00:00,-15.49,46.02,3.91,28.84,131.0
2023-01-20 22:00:00+00:00,-15.56,48.91,3.91,29.09,131.0
2023-01-20 23:00:00+00:00,-15.48,50.28,3.92,29.32,131.0
2023-01-21 00:00:00+00:00,-15.3,46.11,0.21,23.76,860.0
2023-01-21 01:00:00+00:00,-13.75,37.81,0.5,22.13,860.0
2023-01-21 02:00:00+00:00,-10.12,29.36,1.28,21.23,860.0
2023-01-21 03:00:00+00:00,-8.36,27.82,1.64,21.6,860.0
2023-01-21 04:00:00+00:00,-7.32,27.44,1.85,22.07,860.0
2023-01-21 05:00:00+00:00,-6.56,27.58,2.01,22.63,860.0
2023-01-21 06:00:00+00:00,-6.37,29.38,2.03,23.67,860.0
2023-01-21 07:00:00+00:00,-6.39,30.93,2.01,24.45,860.0
2023-01-21 08:00:00+00:00,-6.63,31.58,1.94,24.62,860.0
2023-01-21 09:00:00+00:00,-7.63,34.88,1.7,25.44,860.0
2023-01-21 10:00:00+00:00,-10.45,43.66,3.79,27.92,131.0
2023-01-21 11:00:00+00:00,-11.96,50.63,3.74,30.32,131.0
2023-01-21 12:00:00+00:00,-12.24,52.58,3.75,31.27,131.0
2023-01-21 13:00:00+00:00,-12.26,50.78,3.77,31.37,131.0
2023-01-21 14:00:00+00:00,-11.37,44.53,3.82,30.96,131.0
2023-01-21 15:00:00+00:00,-11.04,41.53,3.85,30.56,131.0
2023-01-21 16:00:00+00:00,-11.35,42.11,3.86,30.4,131.0
2023-01-21 17:00:00+00:00,-12.15,44.62,3.83,30.38,131.0
2023-01-21 18:00:00+00:00,-12.44,45.14,3.83,30.32,131.0
2023-01-21 19:00:00+00:00,-12.38,44.25,3.85,30.2,131.0
2023-01-21 20:00:00+00:00,-12.46,42.62,3.85,29.94,131.0
2023-01-21 21:00:00+00:00,-12.62,42.59,3.86,29.79,131.0
2023-01-21 22:00:00+00:00,-12.5,44.07,3.87,29.94,131.0
2023-01-21 23:00:00+00:00,-12.38,48.75,3.88,30.57,131.0
2023-01-22 00:00:00+00:00,-12.35,55.69,0.75,29.39,860.0
2023-01-22 01:00:00+00:00,-11.94,60.48,0.8,31.47,860.0
2023-01-22 02:00:00+00:00,-11.15,67.85,0.93,35.24,860.0
2023-01-22 03:00:00+00:00,-10.52,71.22,1.03,37.56,860.0
2023-01-22 04:00:00+00:00,-10.2,69.77,1.07,37.58,860.0
2023-01-22 05:00:00+00:00,-10.31,67.26,1.01,36.49,860.0
2023-01-22 06:00:00+00:00,-10.43,65.29,0.95,35.59,860.0
2023-01-22 07:00:00+00:00,-10.47,63.94,0.91,35.05,860.0
2023-01-22 08:00:00+00:00,-10.74,63.88,0.82,34.71,860.0
2023-01-22 09:00:00+00:00,-11.24,65.7,0.68,34.79,860.0
2023-01-22 10:00:00+00:00,-12.1,69.15,3.46,32.92,131.0
2023-01-22 11:00:00+00:00,-12.79,73.0,3.46,34.44,131.0
2023-01-22 12:00:00+00:00,-13.34,76.08,3.46,34.99,131.0
2023-01-22 13:00:00+00:00,-13.65,77.57,3.46,35.16,131.0
2023-01-22 14:00:00+00:00,-13.74,77.51,3.48,35.14,131.0
2023-01-22 15:00:00+00:00,-14.0,78.67,3.48,35.11,131.0
2023-01-22 16:00:00+00:00,-14.34,78.9,3.49,34.92,131.0
2023-01-22 17:00:00+00:00,-14.64,79.57,3.49,34.75,131.0
2023-01-22 18:00:00+00:00,-14.98,78.89,3.49,34.43,131.0
2023-01-22 19:00:00+00:00,-15.89,82.31,3.46,34.16,131.0
2023-01-22 20:00:00+00:00,-16.85,85.17,3.43,33.82,131.0
