time,T_out,RH_out,T_in,RH_in,Q_m3h
2021-12-31 01:00:00+00:00,-8.22,43.69,4.08,25.66,860.0
2021-12-31 02:00:00+00:00,-4.18,30.2,4.96,23.05,860.0
2021-12-31 03:00:00+00:00,-0.51,21.28,5.77,20.64,860.0
2021-12-31 04:00:00+00:00,1.44,16.78,6.21,18.85,860.0
2021-12-31 05:00:00+00:00,2.56,14.73,6.46,17.96,860.0
2021-12-31 06:00:00+00:00,3.01,13.73,6.56,17.44,860.0
2021-12-31 07:00:00+00:00,2.65,13.9,6.49,17.41,860.0
2021-12-31 08:00:00+00:00,1.38,15.82,6.2,18.17,860.0
2021-12-31 09:00:00+00:00,-1.09,22.77,5.63,21.12,860.0
2021-12-31 10:00:00+00:00,-4.08,32.7,7.1,26.51,131.0
2021-12-31 11:00:00+00:00,-5.2,34.62,7.07,29.08,131.0
2021-12-31 12:00:00+00:00,-5.88,34.89,7.05,29.81,131.0
2021-12-31 13:00:00+00:00,-6.24,34.49,7.05,29.88,131.0
2021-12-31 14:00:00+00:00,-6.41,33.47,7.05,29.7,131.0
2021-12-31 15:00:00+00:00,-6.53,31.89,7.06,29.36,131.0
2021-12-31 16:00:00+00:00,-6.65,30.26,7.06,28.97,131.0
2021-12-31 17:00:00+00:00,-6.86,29.61,7.06,28.68,131.0
2021-12-31 18:00:00+00:00,-7.13,29.09,7.06,28.44,131.0
2021-12-31 19:00:00+00:00,-7.31,28.31,7.05,28.2,131.0
2021-12-31 20:00:00+00:00,-7.38,27.65,7.06,28.0,131.0
2021-12-31 21:00:00+00:00,-7.49,27.48,7.06,27.88,131.0
2021-12-31 22:00:00+00:00,-7.66,27.47,7.06,27.8,131.0
2021-12-31 23:00:00+00:00,-7.4,26.44,7.07,27.67,131.0
2022-01-01 00:00:00+00:00,-7.38,26.81,4.28,19.81,860.0
2022-01-01 01:00:00+00:00,-7.63,28.25,4.18,20.1,860.0
2022-01-01 02:00:00+00:00,-5.57,27.17,4.6,20.78,860.0
2022-01-01 03:00:00+00:00,-2.04,18.83,5.38,18.52,860.0
2022-01-01 04:00:00+00:00,-0.26,15.34,5.76,17.26,860.0
2022-01-01 05:00:00+00:00,0.91,15.07,6.02,17.54,860.0
2022-01-01 06:00:00+00:00,1.34,15.61,6.11,18.07,860.0
2022-01-01 07:00:00+00:00,0.96,17.27,6.02,18.97,860.0
2022-01-01 08:00:00+00:00,0.01,19.83,5.8,20.1,860.0
2022-01-01 09:00:00+00:00,-1.81,25.36,5.38,22.23,860.0
2022-01-01 10:00:00+00:00,-4.09,34.45,6.98,27.14,131.0
2022-01-01 11:00:00+00:00,-4.62,35.07,6.97,29.62,131.0
2022-01-01 12:00:00+00:00,-5.57,35.22,6.95,30.2,131.0
2022-01-01 13:00:00+00:00,-6.02,33.3,6.94,29.95,131.0
2022-01-01 14:00:00+00:00,-6.4,32.13,6.93,29.57,131.0
2022-01-01 15:00:00+00:00,-6.54,30.99,6.94,29.21,131.0
2022-01-01 16:00:00+00:00,-6.67,30.56,6.94,28.98,131.0
2022-01-01 17:00:00+00:00,-6.96,30.14,6.94,28.77,131.0
2022-01-01 18:00:00+00:00,-7.82,29.91,6.91,28.46,131.0
2022-01-01 19:00:00+00:00,-8.46,29.38,6.89,28.12,131.0
2022-01-01 20:00:00+00:00,-8.79,28.38,6.88,27.78,131.0
2022-01-01 21:00:00+00:00,-8.88,26.26,6.88,27.38,131.0
2022-01-01 22:00:00+00:00,-8.97,25.05,6.88,27.06,131.0
2022-01-01 23:00:00+00:00,-8.97,24.1,6.88,26.83,131.0
2022-01-02 00:00:00+00:00,-8.95,23.58,3.82,17.99,860.0
2022-01-02 01:00:00+00:00,-8.11,21.9,3.96,17.5,860.0
2022-01-02 02:00:00+00:00,-4.37,18.08,4.77,17.23,860.0
2022-01-02 03:00:00+00:00,-0.64,12.53,5.59,15.52,860.0
2022-01-02 04:00:00+00:00,0.77,11.03,5.9,14.98,860.0
2022-01-02 05:00:00+00:00,1.17,11.11,5.99,15.13,860.0
2022-01-02 06:00:00+00:00,1.04,11.82,5.95,15.56,860.0
2022-01-02 07:00:00+00:00,0.52,12.91,5.83,16.1,860.0
2022-01-02 08:00:00+00:00,-0.14,14.24,5.67,16.7,860.0
2022-01-02 09:00:00+00:00,-1.28,17.85,5.4,18.38,860.0
2022-01-02 10:00:00+00:00,-2.96,26.47,6.91,24.9,131.0
2022-01-02 11:00:00+00:00,-3.72,25.24,6.89,27.43,131.0
2022-01-02 12:00:00+00:00,-4.82,27.4,6.86,28.42,131.0
2022-01-02 13:00:00+00:00,-6.03,29.31,6.82,28.75,131.0
2022-01-02 14:00:00+00:00,-7.12,31.81,6.79,28.94,131.0
2022-01-02 15:00:00+00:00,-8.11,35.12,6.75,29.17,131.0
2022-01-02 16:00:00+00:00,-9.03,38.54,6.72,29.41,131.0
2022-01-02 17:00:00+00:00,-9.67,41.78,6.7,29.69,131.0
2022-01-02 18:00:00+00:00,-10.14,45.13,6.68,30.01,131.0
2022-01-02 19:00:00+00:00,-10.44,46.91,6.67,30.23,131.0
2022-01-02 20:00:00+00:00,-10.66,47.85,6.67,30.33,131.0
2022-01-02 21:00:00+00:00,-10.86,48.7,6.66,30.39,131.0
2022-01-02 22:00:00+00:00,-10.96,48.58,6.66,30.36,131.0
2022-01-02 23:00:00+00:00,-11.01,48.81,6.66,30.35,131.0
2022-01-03 00:00:00+00:00,-11.14,49.97,3.21,25.8,860.0
2022-01-03 01:00:00+00:00,-10.44,48.03,3.31,25.65,860.0
2022-01-03 02:00:00+00:00,-6.99,36.27,4.04,24.03,860.0
2022-01-03 03:00:00+00:00,-4.42,31.0,4.59,23.57,860.0
2022-01-03 04:00:00+00:00,-2.43,28.63,5.02,23.82,860.0
2022-01-03 05:00:00+00:00,-1.38,27.45,5.24,23.96,860.0
2022-01-03 06:00:00+00:00,-0.74,26.48,5.38,23.89,860.0
2022-01-03 07:00:00+00:00,-0.39,25.48,5.45,23.55,860.0
2022-01-03 08:00:00+00:00,-0.38,24.78,5.44,23.15,860.0
2022-01-03 09:00:00+00:00,-1.69,29.65,5.14,25.01,860.0
2022-01-03 10:00:00+00:00,-3.86,34.67,6.67,28.33,131.0
2022-01-03 11:00:00+00:00,-4.55,34.5,6.65,30.09,131.0
2022-01-03 12:00:00+00:00,-4.15,32.39,6.69,30.46,131.0
2022-01-03 13:00:00+00:00,-3.41,29.82,6.74,30.37,131.0
2022-01-03 14:00:00+00:00,-3.84,30.59,6.73,30.37,131.0
2022-01-03 15:00:00+00:00,-5.11,34.39,6.69,30.6,131.0
2022-01-03 16:00:00+00:00,-5.33,36.72,6.69,30.95,131.0
2022-01-03 17:00:00+00:00,-5.19,39.98,6.71,31.65,131.0
2022-01-03 18:00:00+00:00,-4.98,42.23,6.73,32.36,131.0
2022-01-03 19:00:00+00:00,-4.85,42.72,6.74,32.75,131.0
2022-01-03 20:00:00+00:00,-4.79,43.13,6.76,32.99,131.0
2022-01-03 21:00:00+00:00,-4.84,43.94,6.76,33.19,131.0
2022-01-03 22:00:00+00:00,-4.88,44.39,6.77,33.31,131.0
2022-01-03 23:00:00+00:00,-4.76,43.6,6.78,33.27,131.0
2022-01-04 00:00:00+00:00,-4.62,41.79,4.59,28.68,860.0
2022-01-04 01:00:00+00:00,-3.45,35.8,4.82,26.76,860.0
2022-01-04 02:00:00+00:00,0.55,24.54,5.7,23.62,860.0
2022-01-04 03:00:00+00:00,4.23,17.76,6.53,21.3,860.0
2022-01-04 04:00:00+00:00,6.67,14.03,7.09,19.58,860.0
2022-01-04 05:00:00+00:00,7.83,11.83,7.37,18.14,860.0
2022-01-04 06:00:00+00:00,7.3,12.13,7.27,18.16,860.0
2022-01-04 07:00:00+00:00,5.74,13.67,6.93,18.76,860.0
2022-01-04 08:00:00+00:00,3.38,17.01,6.4,20.17,860.0
2022-01-04 09:00:00+00:00,0.03,24.7,5.63,23.25,860.0
2022-01-04 10:00:00+00:00,-2.89,32.06,6.83,27.76,131.0
2022-01-04 11:00:00+00:00,-3.48,31.65,6.81,29.73,131.0
2022-01-04 12:00:00+00:00,-3.07,28.87,6.83,30.04,131.0
2022-01-04 13:00:00+00:00,-2.64,27.01,6.86,29.93,131.0
2022-01-04 14:00:00+00:00,-2.48,25.82,6.87,29.71,131.0
2022-01-04 15:00:00+00:00,-2.92,25.66,6.86,29.49,131.0
2022-01-04 16:00:00+00:00,-3.21,25.71,6.85,29.33,131.0
2022-01-04 17:00:00+00:00,-3.52,25.5,6.84,29.14,131.0
2022-01-04 18:00:00+00:00,-3.83,25.27,6.83,28.95,131.0
2022-01-04 19:00:00+00:00,-4.01,24.74,6.83,28.73,131.0
2022-01-04 20:00:00+00:00,-4.16,24.75,6.82,28.61,131.0
2022-01-04 21:00:00+00:00,-4.3,25.35,6.82,28.64,131.0
2022-01-04 22:00:00+00:00,-4.46,26.01,6.82,28.72,131.0
2022-01-04 23:00:00+00:00,-4.44,26.3,6.82,28.8,131.0
2022-01-05 00:00:00+00:00,-4.12,25.93,4.72,21.41,860.0
2022-01-05 01:00:00+00:00,-3.84,26.25,4.74,21.6,860.0
2022-01-05 02:00:00+00:00,-2.51,27.82,5.01,23.3,860.0
2022-01-05 03:00:00+00:00,-0.29,22.7,5.49,21.91,860.0
2022-01-05 04:00:00+00:00,0.25,20.27,5.6,20.75,860.0
2022-01-05 05:00:00+00:00,0.34,20.58,5.61,20.99,860.0
2022-01-05 06:00:00+00:00,0.35,20.78,5.6,21.14,860.0
2022-01-05 07:00:00+00:00,0.31,21.05,5.58,21.3,860.0
2022-01-05 08:00:00+00:00,0.0,21.98,5.5,21.7,860.0
2022-01-05 09:00:00+00:00,-1.26,26.6,5.2,23.63,860.0
2022-01-05 10:00:00+00:00,-3.52,33.34,6.62,27.83,131.0
2022-01-05 11:00:00+00:00,-4.48,32.96,6.59,29.7,131.0
2022-01-05 12:00:00+00:00,-4.25,30.42,6.61,29.98,131.0
2022-01-05 13:00:00+00:00,-3.4,27.41,6.66,29.78,131.0
2022-01-05 14:00:00+00:00,-3.84,28.12,6.65,29.74,131.0
2022-01-05 15:00:00+00:00,-4.39,29.14,6.63,29.73,131.0
2022-01-05 16:00:00+00:00,-4.03,27.94,6.66,29.6,131.0
2022-01-05 17:00:00+00:00,-3.55,26.82,6.68,29.49,131.0
2022-01-05 18:00:00+00:00,-3.57,26.86,6.69,29.47,131.0
2022-01-05 19:00:00+00:00,-4.02,27.59,6.68,29.47,131.0
2022-01-05 20:00:00+00:00,-4.02,27.28,6.68,29.4,131.0
2022-01-05 21:00:00+00:00,-4.19,27.05,6.68,29.29,131.0
2022-01-05 22:00:00+00:00,-4.61,27.72,6.66,29.25,131.0
2022-01-05 23:00:00+00:00,-4.6,27.38,6.67,29.17,131.0
2022-01-06 00:00:00+00:00,-4.83,28.26,4.44,22.21,860.0
2022-01-06 01:00:00+00:00,-4.2,28.34,4.54,22.52,860.0
2022-01-06 02:00:00+00:00,-0.93,25.58,5.26,23.28,860.0
2022-01-06 03:00:00+00:00,2.77,20.14,6.08,22.26,860.0
2022-01-06 04:00:00+00:00,4.0,17.32,6.36,20.93,860.0
2022-01-06 05:00:00+00:00,3.86,17.66,6.33,21.1,860.0
2022-01-06 06:00:00+00:00,2.89,18.92,6.11,21.46,860.0
2022-01-06 07:00:00+00:00,1.85,20.38,5.87,21.85,860.0
2022-01-06 08:00:00+00:00,0.67,22.42,5.6,22.46,860.0
2022-01-06 09:00:00+00:00,-1.14,26.37,5.17,23.65,860.0
2022-01-06 10:00:00+00:00,-3.22,32.86,6.57,27.91,131.0
2022-01-06 11:00:00+00:00,-3.79,33.01,6.56,30.0,131.0
2022-01-06 12:00:00+00:00,-4.67,34.63,6.53,30.73,131.0
2022-01-06 13:00:00+00:00,-6.48,40.48,6.45,31.27,131.0
2022-01-06 14:00:00+00:00,-8.31,48.37,6.38,31.84,131.0
2022-01-06 15:00:00+00:00,-9.25,53.99,6.34,32.34,131.0
2022-01-06 16:00:00+00:00,-9.58,57.57,6.33,32.79,131.0
2022-01-06 17:00:00+00:00,-9.35,57.36,6.34,33.02,131.0
2022-01-06 18:00:00+00:00,-8.76,54.9,6.36,33.06,131.0
2022-01-06 19:00:00+00:00,-8.24,52.9,6.39,33.05,131.0
2022-01-06 20:00:00+00:00,-7.67,50.31,6.41,32.95,131.0
2022-01-06 21:00:00+00:00,-7.0,47.45,6.44,32.81,131.0
2022-01-06 22:00:00+00:00,-6.2,43.53,6.48,32.52,131.0
2022-01-06 23:00:00+00:00,-5.49,40.62,6.51,32.26,131.0
2022-01-07 00:00:00+00:00,-5.17,39.54,4.26,27.35,860.0
2022-01-07 01:00:00+00:00,-4.75,38.49,4.32,27.15,860.0
2022-01-07 02:00:00+00:00,-3.51,36.44,4.57,27.31,860.0
2022-01-07 03:00:00+00:00,-1.96,33.04,4.9,26.93,860.0
2022-01-07 04:00:00+00:00,-1.02,31.03,5.09,26.64,860.0
2022-01-07 05:00:00+00:00,0.0,32.92,5.31,28.74,860.0
2022-01-07 06:00:00+00:00,0.91,33.08,5.5,29.8,860.0
2022-01-07 07:00:00+00:00,1.01,33.46,5.52,30.19,860.0
2022-01-07 08:00:00+00:00,0.56,34.79,5.41,30.59,860.0
2022-01-07 09:00:00+00:00,-0.5,38.01,5.16,31.45,860.0
2022-01-07 10:00:00+00:00,-2.34,43.52,6.42,33.17,131.0
2022-01-07 11:00:00+00:00,-2.81,44.45,6.41,34.61,131.0
2022-01-07 12:00:00+00:00,-3.88,48.36,6.38,35.28,131.0
2022-01-07 13:00:00+00:00,-4.82,51.73,6.35,35.58,131.0
2022-01-07 14:00:00+00:00,-5.57,54.44,6.32,35.7,131.0
2022-01-07 15:00:00+00:00,-5.87,55.49,6.32,35.72,131.0
2022-01-07 16:00:00+00:00,-5.73,54.79,6.33,35.68,131.0
2022-01-07 17:00:00+00:00,-5.48,53.24,6.35,35.55,131.0
2022-01-07 18:00:00+00:00,-5.23,52.08,6.36,35.45,131.0
2022-01-07 19:00:00+00:00,-4.92,50.37,6.38,35.29,131.0
2022-01-07 20:00:00+00:00,-4.6,49.01,6.4,35.17,131.0
2022-01-07 21:00:00+00:00,-4.77,49.38,6.39,35.12,131.0
2022-01-07 22:00:00+00:00,-4.94,50.11,6.39,35.13,131.0
2022-01-07 23:00:00+00:00,-4.82,49.62,6.4,35.1,131.0
2022-01-08 00:00:00+00:00,-5.07,50.37,4.18,32.7,860.0
2022-01-08 01:00:00+00:00,-4.93,49.76,4.17,32.54,860.0
2022-01-08 02:00:00+00:00,-3.0,42.25,4.58,31.07,860.0
2022-01-08 03:00:00+00:00,0.45,32.07,5.34,28.79,860.0
2022-01-08 04:00:00+00:00,2.35,27.03,5.76,27.18,860.0
2022-01-08 05:00:00+00:00,3.39,25.08,6.0,26.66,860.0
2022-01-08 06:00:00+00:00,3.73,24.47,6.07,26.48,860.0
2022-01-08 07:00:00+00:00,3.2,25.4,5.96,26.72,860.0
2022-01-08 08:00:00+00:00,1.89,28.09,5.66,27.49,860.0
2022-01-08 09:00:00+00:00,-0.48,34.43,5.11,29.34,860.0
2022-01-08 10:00:00+00:00,-2.09,38.33,6.36,31.57,131.0
2022-01-08 11:00:00+00:00,-2.65,39.89,6.35,33.25,131.0
2022-01-08 12:00:00+00:00,-2.51,39.13,6.37,33.74,131.0
2022-01-08 13:00:00+00:00,-2.41,38.23,6.38,33.79,131.0
2022-01-08 14:00:00+00:00,-3.47,41.47,6.34,33.95,131.0
2022-01-08 15:00:00+00:00,-4.47,44.8,6.3,34.12,131.0
2022-01-08 16:00:00+00:00,-5.16,47.51,6.28,34.28,131.0
2022-01-08 17:00:00+00:00,-5.79,50.15,6.25,34.44,131.0
2022-01-08 18:00:00+00:00,-6.28,52.31,6.24,34.58,131.0
2022-01-08 19:00:00+00:00,-6.55,53.14,6.23,34.61,131.0
2022-01-08 20:00:00+00:00,-6.78,54.19,6.22,34.65,131.0
2022-01-08 21:00:00+00:00,-6.59,53.3,6.23,34.62,131.0
2022-01-08 22:00:00+00:00,-7.09,55.68,6.2,34.72,131.0
2022-01-08 23:00:00+00:00,-7.27,56.6,6.2,34.79,131.0
2022-01-09 00:00:00+00:00,-7.12,55.89,3.63,32.79,860.0
2022-01-09 01:00:00+00:00,-6.63,53.98,3.69,32.54,860.0
2022-01-09 02:00:00+00:00,-5.21,47.46,3.98,31.33,860.0
2022-01-09 03:00:00+00:00,-3.55,41.81,4.32,30.42,860.0
2022-01-09 04:00:00+00:00,-2.2,36.79,4.6,29.16,860.0
2022-01-09 05:00:00+00:00,-1.43,33.49,4.76,28.05,860.0
2022-01-09 06:00:00+00:00,-1.13,32.18,4.81,27.56,860.0
2022-01-09 07:00:00+00:00,-1.2,31.89,4.78,27.34,860.0
2022-01-09 08:00:00+00:00,-1.71,33.29,4.65,27.71,860.0
2022-01-09 09:00:00+00:00,-2.52,35.91,4.45,28.44,860.0
2022-01-09 10:00:00+00:00,-4.56,43.02,6.02,30.87,131.0
2022-01-09 11:00:00+00:00,-5.61,46.73,5.98,32.89,131.0
2022-01-09 12:00:00+00:00,-6.21,48.86,5.97,33.64,131.0
2022-01-09 13:00:00+00:00,-6.65,50.37,5.96,33.92,131.0
2022-01-09 14:00:00+00:00,-6.91,50.72,5.96,33.93,131.0
2022-01-09 15:00:00+00:00,-6.97,50.17,5.96,33.81,131.0
2022-01-09 16:00:00+00:00,-6.85,48.45,5.97,33.56,131.0
2022-01-09 17:00:00+00:00,-6.61,46.67,5.99,33.3,131.0
2022-01-09 18:00:00+00:00,-6.36,44.91,6.01,33.05,131.0
2022-01-09 19:00:00+00:00,-6.32,44.01,6.01,32.83,131.0
2022-01-09 20:00:00+00:00,-6.62,44.4,6.01,32.7,131.0
2022-01-09 21:00:00+00:00,-6.76,44.16,6.0,32.54,131.0
2022-01-09 22:00:00+00:00,-6.64,42.93,6.01,32.34,131.0
2022-01-09 23:00:00+00:00,-6.52,41.73,6.02,32.13,131.0
2022-01-10 00:00:00+00:00,-6.73,41.33,3.55,27.2,860.0
2022-01-10 01:00:00+00:00,-6.5,38.99,3.56,26.29,860.0
2022-01-10 02:00:00+00:00,-4.29,32.89,4.03,25.28,860.0
2022-01-10 03:00:00+00:00,-1.53,26.08,4.63,23.71,860.0
2022-01-10 04:00:00+00:00,0.05,22.88,4.97,22.85,860.0
2022-01-10 05:00:00+00:00,1.01,21.33,5.18,22.46,860.0
2022-01-10 06:00:00+00:00,1.47,20.43,5.29,22.14,860.0
2022-01-10 07:00:00+00:00,1.35,20.6,5.26,22.19,860.0
2022-01-10 08:00:00+00:00,0.72,21.76,5.11,22.57,860.0
2022-01-10 09:00:00+00:00,-0.98,27.49,4.71,24.98,860.0
2022-01-10 10:00:00+00:00,-3.73,36.73,5.94,29.2,131.0
2022-01-10 11:00:00+00:00,-4.21,37.33,5.94,31.32,131.0
2022-01-10 12:00:00+00:00,-3.96,35.63,5.96,31.85,131.0
2022-01-10 13:00:00+00:00,-3.53,33.47,5.99,31.8,131.0
2022-01-10 14:00:00+00:00,-4.5,36.98,5.95,32.08,131.0
2022-01-10 15:00:00+00:00,-5.59,42.35,5.91,32.64,131.0
2022-01-10 16:00:00+00:00,-6.43,45.91,5.88,33.02,131.0
2022-01-10 17:00:00+00:00,-7.39,49.05,5.85,33.19,131.0
2022-01-10 18:00:00+00:00,-8.09,50.38,5.82,33.11,131.0
2022-01-10 19:00:00+00:00,-8.66,52.04,5.8,33.04,131.0
2022-01-10 20:00:00+00:00,-8.85,52.91,5.79,33.03,131.0
2022-01-10 21:00:00+00:00,-8.61,51.79,5.8,32.97,131.0
2022-01-10 22:00:00+00:00,-8.36,51.56,5.81,33.03,131.0
2022-01-10 23:00:00+00:00,-8.49,53.06,5.81,33.21,131.0
2022-01-11 00:00:00+00:00,-9.49,57.96,2.82,31.23,860.0
2022-01-11 01:00:00+00:00,-9.05,54.35,2.86,30.31,860.0
2022-01-11 02:00:00+00:00,-6.83,43.62,3.32,28.26,860.0
2022-01-11 03:00:00+00:00,-4.75,38.47,3.76,27.89,860.0
2022-01-11 04:00:00+00:00,-3.11,35.21,4.11,27.77,860.0
2022-01-11 05:00:00+00:00,-2.13,34.0,4.31,28.05,860.0
2022-01-11 06:00:00+00:00,-1.77,34.02,4.38,28.43,860.0
2022-01-11 07:00:00+00:00,-1.93,35.26,4.33,29.02,860.0
2022-01-11 08:00:00+00:00,-2.57,37.49,4.17,29.67,860.0
2022-01-11 09:00:00+00:00,-3.57,40.51,3.93,30.3,860.0
2022-01-11 10:00:00+00:00,-5.74,48.06,5.61,31.84,131.0
2022-01-11 11:00:00+00:00,-6.97,51.5,5.57,33.48,131.0
2022-01-11 12:00:00+00:00,-7.85,53.05,5.55,33.84,131.0
2022-01-11 13:00:00+00:00,-8.36,53.24,5.54,33.72,131.0
2022-01-11 14:00:00+00:00,-8.57,52.39,5.54,33.44,131.0
2022-01-11 15:00:00+00:00,-8.3,50.26,5.56,33.16,131.0
2022-01-11 16:00:00+00:00,-7.67,47.12,5.59,32.87,131.0
2022-01-11 17:00:00+00:00,-7.04,43.78,5.63,32.55,131.0
2022-01-11 18:00:00+00:00,-6.97,43.09,5.64,32.37,131.0
2022-01-11 19:00:00+00:00,-7.54,44.44,5.62,32.28,131.0
2022-01-11 20:00:00+00:00,-8.23,46.74,5.59,32.29,131.0
2022-01-11 21:00:00+00:00,-8.37,47.3,5.59,32.3,131.0
2022-01-11 22:00:00+00:00,-8.24,46.76,5.6,32.27,131.0
2022-01-11 23:00:00+00:00,-8.2,46.15,5.61,32.19,131.0
2022-01-12 00:00:00+00:00,-8.2,46.14,2.94,28.22,860.0
2022-01-12 01:00:00+00:00,-7.82,44.2,2.98,27.71,860.0
2022-01-12 02:00:00+00:00,-6.24,38.9,3.3,26.88,860.0
2022-01-12 03:00:00+00:00,-4.22,33.34,3.73,25.96,860.0
2022-01-12 04:00:00+00:00,-2.31,27.02,4.14,24.04,860.0
2022-01-12 05:00:00+00:00,-1.0,23.72,4.43,23.0,860.0
2022-01-12 06:00:00+00:00,-0.2,21.96,4.6,22.41,860.0
2022-01-12 07:00:00+00:00,0.16,20.91,4.68,21.96,860.0
2022-01-12 08:00:00+00:00,-0.01,20.95,4.63,21.88,860.0
2022-01-12 09:00:00+00:00,-1.39,24.96,4.31,23.49,860.0
2022-01-12 10:00:00+00:00,-4.2,32.56,5.55,27.86,131.0
2022-01-12 11:00:00+00:00,-4.38,31.49,5.55,29.82,131.0
2022-01-12 12:00:00+00:00,-5.36,33.55,5.52,30.56,131.0
2022-01-12 13:00:00+00:00,-6.59,36.14,5.48,30.81,131.0
2022-01-12 14:00:00+00:00,-6.85,35.76,5.48,30.72,131.0
2022-01-12 15:00:00+00:00,-6.39,32.83,5.51,30.35,131.0
2022-01-12 16:00:00+00:00,-6.07,30.82,5.53,29.99,131.0
2022-01-12 17:00:00+00:00,-6.41,30.96,5.52,29.8,131.0
2022-01-12 18:00:00+00:00,-7.23,32.84,5.49,29.78,131.0
2022-01-12 19:00:00+00:00,-7.97,35.46,5.47,29.92,131.0
2022-01-12 20:00:00+00:00,-8.37,37.17,5.45,30.08,131.0
2022-01-12 21:00:00+00:00,-8.77,39.88,5.44,30.37,131.0
2022-01-12 22:00:00+00:00,-9.3,43.73,5.42,30.81,131.0
2022-01-12 23:00:00+00:00,-9.7,46.82,5.4,31.21,131.0
2022-01-13 00:00:00+00:00,-9.91,49.75,2.44,28.13,860.0
2022-01-13 01:00:00+00:00,-8.83,46.61,2.63,27.89,860.0
2022-01-13 02:00:00+00:00,-4.81,34.54,3.5,26.18,860.0
2022-01-13 03:00:00+00:00,-1.76,27.97,4.17,25.11,860.0
2022-01-13 04:00:00+00:00,-0.32,28.43,4.49,26.59,860.0
2022-01-13 05:00:00+00:00,0.06,29.95,4.57,27.95,860.0
2022-01-13 06:00:00+00:00,-0.18,30.96,4.51,28.41,860.0
2022-01-13 07:00:00+00:00,-0.78,32.53,4.37,28.85,860.0
2022-01-13 08:00:00+00:00,-1.72,35.43,4.14,29.69,860.0
2022-01-13 09:00:00+00:00,-2.97,39.63,3.85,30.81,860.0
2022-01-13 10:00:00+00:00,-4.45,45.58,5.39,32.49,131.0
2022-01-13 11:00:00+00:00,-5.53,50.36,5.36,34.45,131.0
2022-01-13 12:00:00+00:00,-6.37,53.4,5.34,35.18,131.0
2022-01-13 13:00:00+00:00,-7.37,57.0,5.3,35.44,131.0
2022-01-13 14:00:00+00:00,-7.5,55.98,5.31,35.27,131.0
2022-01-13 15:00:00+00:00,-7.49,53.86,5.32,34.88,131.0
2022-01-13 16:00:00+00:00,-7.63,52.42,5.32,34.45,131.0
2022-01-13 17:00:00+00:00,-7.9,52.36,5.31,34.15,131.0
2022-01-13 18:00:00+00:00,-8.15,52.64,5.31,33.96,131.0
2022-01-13 19:00:00+00:00,-8.18,51.9,5.31,33.76,131.0
2022-01-13 20:00:00+00:00,-8.15,51.31,5.31,33.61,131.0
2022-01-13 21:00:00+00:00,-8.08,50.54,5.32,33.48,131.0
2022-01-13 22:00:00+00:00,-8.01,49.78,5.33,33.35,131.0
2022-01-13 23:00:00+00:00,-8.01,49.77,5.33,33.31,131.0
2022-01-14 00:00:00+00:00,-8.09,49.69,2.73,30.13,860.0
2022-01-14 01:00:00+00:00,-7.14,44.94,2.91,29.02,860.0
2022-01-14 02:00:00+00:00,-3.67,34.28,3.66,27.19,860.0
2022-01-14 03:00:00+00:00,0.05,25.15,4.49,24.89,860.0
2022-01-14 04:00:00+00:00,1.52,23.4,4.82,24.81,860.0
2022-01-14 05:00:00+00:00,2.1,22.83,4.95,24.84,860.0
2022-01-14 06:00:00+00:00,2.0,23.36,4.93,25.15,860.0
2022-01-14 07:00:00+00:00,1.41,24.57,4.79,25.56,860.0
2022-01-14 08:00:00+00:00,0.49,26.7,4.58,26.28,860.0
2022-01-14 09:00:00+00:00,-1.05,31.16,4.23,27.82,860.0
2022-01-14 10:00:00+00:00,-3.89,40.18,5.35,31.06,131.0
2022-01-14 11:00:00+00:00,-5.33,45.13,5.3,33.17,131.0
2022-01-14 12:00:00+00:00,-6.16,47.02,5.28,33.81,131.0
2022-01-14 13:00:00+00:00,-6.75,47.15,5.26,33.75,131.0
2022-01-14 14:00:00+00:00,-7.07,46.85,5.25,33.52,131.0
2022-01-14 15:00:00+00:00,-6.85,43.2,5.26,32.94,131.0
2022-01-14 16:00:00+00:00,-6.2,38.22,5.3,32.18,131.0
2022-01-14 17:00:00+00:00,-6.07,36.68,5.31,31.71,131.0
2022-01-14 18:00:00+00:00,-6.3,36.28,5.3,31.4,131.0
2022-01-14 19:00:00+00:00,-6.7,36.41,5.29,31.16,131.0
2022-01-14 20:00:00+00:00,-6.74,35.37,5.29,30.88,131.0
2022-01-14 21:00:00+00:00,-6.54,34.39,5.3,30.69,131.0
2022-01-14 22:00:00+00:00,-6.38,34.67,5.31,30.72,131.0
2022-01-14 23:00:00+00:00,-6.23,36.48,5.32,31.09,131.0
2022-01-15 00:00:00+00:00,-6.43,38.66,3.04,27.0,860.0
2022-01-15 01:00:00+00:00,-5.68,37.68,3.18,27.13,860.0
2022-01-15 02:00:00+00:00,-2.52,30.19,3.86,25.97,860.0
2022-01-15 03:00:00+00:00,-0.22,25.17,4.37,24.75,860.0
2022-01-15 04:00:00+00:00,1.21,23.45,4.69,24.67,860.0
2022-01-15 05:00:00+00:00,2.09,22.19,4.88,24.43,860.0
2022-01-15 06:00:00+00:00,2.29,21.87,4.93,24.34,860.0
2022-01-15 07:00:00+00:00,1.93,22.63,4.85,24.63,860.0
2022-01-15 08:00:00+00:00,1.16,24.34,4.67,25.27,860.0
2022-01-15 09:00:00+00:00,-0.43,28.58,4.31,26.82,860.0
