origin,scenario,step_h,time,RH_pred,RH_pred_lin,RH_pred_tau90,RH_true,level,advice,level_raw,advice_raw,cut_62,cut_67,cut_75,T_out,RH_out,Q_m3h
2024-04-16 00:00:00+00:00,高湿事件,0,2024-04-16 00:00:00+00:00,33.233,28.35,32.045,24.753,0,正常开放,0,正常开放,62.661,66.225,71.292,14.88,13.09,860.0
2024-04-16 00:00:00+00:00,高湿事件,1,2024-04-16 01:00:00+00:00,32.207,26.479,30.741,21.517,0,正常开放,0,正常开放,62.308,65.967,70.932,17.56,9.71,860.0
2024-04-16 00:00:00+00:00,高湿事件,2,2024-04-16 02:00:00+00:00,31.103,24.63,29.372,19.916,0,正常开放,0,正常开放,62.095,66.152,70.859,21.41,7.54,860.0
2024-04-16 00:00:00+00:00,高湿事件,3,2024-04-16 03:00:00+00:00,30.097,23.019,28.132,19.289,0,正常开放,0,正常开放,61.833,66.002,70.205,24.01,6.57,860.0
2024-04-16 00:00:00+00:00,高湿事件,4,2024-04-16 04:00:00+00:00,29.391,21.848,27.238,18.517,0,正常开放,0,正常开放,61.433,65.986,69.926,25.95,5.8,860.0
2024-04-16 00:00:00+00:00,高湿事件,5,2024-04-16 05:00:00+00:00,29.17,21.296,26.888,17.772,0,正常开放,0,正常开放,61.36,66.089,69.27,27.38,5.22,860.0
2024-04-16 00:00:00+00:00,高湿事件,6,2024-04-16 06:00:00+00:00,29.571,21.499,27.217,17.223,0,正常开放,0,正常开放,61.284,65.799,68.502,28.19,4.87,860.0
2024-04-16 00:00:00+00:00,高湿事件,7,2024-04-16 07:00:00+00:00,30.646,22.508,28.275,17.107,0,正常开放,0,正常开放,61.363,65.166,67.896,28.39,4.81,860.0
2024-04-16 00:00:00+00:00,高湿事件,8,2024-04-16 08:00:00+00:00,32.337,24.262,29.983,17.219,0,正常开放,0,正常开放,61.172,64.491,67.682,28.18,4.91,860.0
2024-04-16 00:00:00+00:00,高湿事件,9,2024-04-16 09:00:00+00:00,34.457,26.557,32.147,17.637,0,正常开放,0,正常开放,61.096,63.976,67.507,27.41,5.24,860.0
2024-04-16 00:00:00+00:00,高湿事件,10,2024-04-16 10:00:00+00:00,36.73,29.026,34.466,27.594,0,正常开放,0,正常开放,60.818,64.03,67.043,26.05,5.87,131.0
2024-04-16 00:00:00+00:00,高湿事件,11,2024-04-16 11:00:00+00:00,38.874,31.292,36.632,29.976,0,正常开放,0,正常开放,60.794,63.801,66.176,23.42,7.14,131.0
2024-04-16 00:00:00+00:00,高湿事件,12,2024-04-16 12:00:00+00:00,40.635,33.045,38.379,31.459,0,正常开放,0,正常开放,60.771,63.79,66.106,19.33,9.47,131.0
2024-04-16 00:00:00+00:00,高湿事件,13,2024-04-16 13:00:00+00:00,41.895,34.216,39.605,32.305,0,正常开放,0,正常开放,60.714,63.837,66.391,17.32,11.01,131.0
2024-04-16 00:00:00+00:00,高湿事件,14,2024-04-16 14:00:00+00:00,42.684,34.917,40.356,32.84,0,正常开放,0,正常开放,60.459,63.555,66.153,15.38,12.54,131.0
2024-04-16 00:00:00+00:00,高湿事件,15,2024-04-16 15:00:00+00:00,43.122,35.319,40.773,32.901,0,正常开放,0,正常开放,60.389,63.23,65.851,14.02,13.27,131.0
2024-04-16 00:00:00+00:00,高湿事件,16,2024-04-16 16:00:00+00:00,43.355,35.551,41.002,32.551,0,正常开放,0,正常开放,60.336,63.336,66.414,14.04,12.68,131.0
2024-04-16 00:00:00+00:00,高湿事件,17,2024-04-16 17:00:00+00:00,43.52,35.707,41.168,32.293,0,正常开放,0,正常开放,60.093,63.247,66.371,14.02,12.45,131.0
2024-04-16 00:00:00+00:00,高湿事件,18,2024-04-16 18:00:00+00:00,43.717,35.823,41.349,32.14,0,正常开放,0,正常开放,59.898,63.087,66.552,12.92,13.02,131.0
2024-04-16 00:00:00+00:00,高湿事件,19,2024-04-16 19:00:00+00:00,43.986,35.883,41.569,31.919,0,正常开放,0,正常开放,59.592,62.939,66.538,12.37,13.12,131.0
2024-04-16 00:00:00+00:00,高湿事件,20,2024-04-16 20:00:00+00:00,44.311,35.831,41.795,31.538,0,正常开放,0,正常开放,59.361,62.706,66.621,13.24,12.05,131.0
2024-04-16 00:00:00+00:00,高湿事件,21,2024-04-16 21:00:00+00:00,44.618,35.563,41.941,31.4,0,正常开放,0,正常开放,59.071,62.448,66.471,13.58,11.79,131.0
2024-04-16 00:00:00+00:00,高湿事件,22,2024-04-16 22:00:00+00:00,44.78,34.968,41.892,31.554,0,正常开放,0,正常开放,58.867,62.347,66.476,12.41,12.83,131.0
2024-04-16 00:00:00+00:00,高湿事件,23,2024-04-16 23:00:00+00:00,44.651,33.933,41.504,31.788,0,正常开放,0,正常开放,58.538,62.275,66.557,11.57,13.78,131.0
2024-04-16 00:00:00+00:00,高湿事件,24,2024-04-17 00:00:00+00:00,44.119,32.474,40.709,23.786,0,正常开放,0,正常开放,58.258,62.279,66.727,12.65,13.76,860.0
2024-04-16 00:00:00+00:00,高湿事件,25,2024-04-17 01:00:00+00:00,43.184,30.72,39.54,21.811,0,正常开放,0,正常开放,57.962,61.855,66.901,14.77,11.21,860.0
2024-04-16 00:00:00+00:00,高湿事件,26,2024-04-17 02:00:00+00:00,41.983,28.916,38.159,21.2,0,正常开放,0,正常开放,57.651,61.536,67.064,16.99,9.88,860.0
2024-04-16 00:00:00+00:00,高湿事件,27,2024-04-17 03:00:00+00:00,40.706,27.29,36.774,20.692,0,正常开放,0,正常开放,57.76,61.627,67.119,19.22,8.77,860.0
2024-04-16 00:00:00+00:00,高湿事件,28,2024-04-17 04:00:00+00:00,39.572,26.056,35.61,20.516,0,正常开放,0,正常开放,57.735,61.808,66.978,21.32,8.02,860.0
2024-04-16 00:00:00+00:00,高湿事件,29,2024-04-17 05:00:00+00:00,38.797,25.399,34.875,20.979,0,正常开放,0,正常开放,57.7,61.919,66.899,23.04,7.78,860.0
2024-04-16 00:00:00+00:00,高湿事件,30,2024-04-17 06:00:00+00:00,38.549,25.458,34.726,21.881,0,正常开放,0,正常开放,57.684,61.763,66.922,24.22,7.91,860.0
2024-04-16 00:00:00+00:00,高湿事件,31,2024-04-17 07:00:00+00:00,38.92,26.29,35.241,23.154,0,正常开放,0,正常开放,57.649,61.953,66.463,24.91,8.34,860.0
2024-04-16 00:00:00+00:00,高湿事件,32,2024-04-17 08:00:00+00:00,39.899,27.843,36.394,24.114,0,正常开放,0,正常开放,57.743,61.874,66.515,25.03,8.78,860.0
2024-04-16 00:00:00+00:00,高湿事件,33,2024-04-17 09:00:00+00:00,41.349,29.928,38.033,24.636,0,正常开放,0,正常开放,57.749,61.581,65.995,24.71,9.16,860.0
2024-04-16 00:00:00+00:00,高湿事件,34,2024-04-17 10:00:00+00:00,43.022,32.194,39.878,33.472,0,正常开放,0,正常开放,57.68,61.798,65.424,23.85,9.56,131.0
2024-04-16 00:00:00+00:00,高湿事件,35,2024-04-17 11:00:00+00:00,44.639,34.274,41.627,34.805,0,正常开放,0,正常开放,57.69,61.237,65.331,21.33,11.03,131.0
2024-04-16 00:00:00+00:00,高湿事件,36,2024-04-17 12:00:00+00:00,45.953,35.867,43.023,35.566,0,正常开放,0,正常开放,57.63,61.064,64.964,17.35,13.88,131.0
2024-04-16 00:00:00+00:00,高湿事件,37,2024-04-17 13:00:00+00:00,46.843,36.899,43.951,35.766,0,正常开放,0,正常开放,57.595,61.278,64.933,16.31,14.69,131.0
2024-04-16 00:00:00+00:00,高湿事件,38,2024-04-17 14:00:00+00:00,47.311,37.476,44.446,36.173,0,正常开放,0,正常开放,57.561,61.319,64.849,15.17,16.13,131.0
2024-04-16 00:00:00+00:00,高湿事件,39,2024-04-17 15:00:00+00:00,47.468,37.762,44.634,37.136,0,正常开放,0,正常开放,57.538,61.464,64.416,13.71,18.85,131.0
2024-04-16 00:00:00+00:00,高湿事件,40,2024-04-17 16:00:00+00:00,47.453,37.883,44.647,38.26,0,正常开放,0,正常开放,57.515,61.394,64.757,12.88,21.17,131.0
2024-04-16 00:00:00+00:00,高湿事件,41,2024-04-17 17:00:00+00:00,47.403,37.937,44.616,38.968,0,正常开放,0,正常开放,57.458,61.406,64.636,12.44,22.26,131.0
2024-04-16 00:00:00+00:00,高湿事件,42,2024-04-17 18:00:00+00:00,47.421,37.964,44.628,39.579,0,正常开放,0,正常开放,57.499,61.092,64.874,12.01,23.46,131.0
2024-04-16 00:00:00+00:00,高湿事件,43,2024-04-17 19:00:00+00:00,47.549,37.953,44.713,41.385,0,正常开放,0,正常开放,57.559,60.855,65.034,11.7,26.95,131.0
2024-04-16 00:00:00+00:00,高湿事件,44,2024-04-17 20:00:00+00:00,47.767,37.846,44.839,44.677,0,正常开放,0,正常开放,57.624,60.752,64.939,11.46,32.52,131.0
2024-04-16 00:00:00+00:00,高湿事件,45,2024-04-17 21:00:00+00:00,47.984,37.529,44.911,48.238,0,正常开放,0,正常开放,57.598,60.487,64.886,10.89,38.39,131.0
2024-04-16 00:00:00+00:00,高湿事件,46,2024-04-17 22:00:00+00:00,48.067,36.879,44.796,50.302,0,正常开放,0,正常开放,57.595,60.058,64.988,10.3,41.33,131.0
2024-04-16 00:00:00+00:00,高湿事件,47,2024-04-17 23:00:00+00:00,47.853,35.782,44.342,50.884,0,正常开放,0,正常开放,57.619,60.132,65.066,10.33,40.93,131.0
2024-04-16 00:00:00+00:00,高湿事件,48,2024-04-18 00:00:00+00:00,47.224,34.247,43.468,49.478,0,正常开放,0,正常开放,57.558,60.272,65.123,12.77,34.65,860.0
2024-04-16 00:00:00+00:00,高湿事件,49,2024-04-18 01:00:00+00:00,46.179,32.409,42.208,45.995,0,正常开放,0,正常开放,57.501,60.443,65.043,15.5,28.19,860.0
2024-04-16 00:00:00+00:00,高湿事件,50,2024-04-18 02:00:00+00:00,44.848,30.512,40.72,43.438,0,正常开放,0,正常开放,57.462,60.606,64.912,17.74,23.98,860.0
2024-04-16 00:00:00+00:00,高湿事件,51,2024-04-18 03:00:00+00:00,43.423,28.788,39.211,42.059,0,正常开放,0,正常开放,57.428,60.489,64.765,19.34,21.63,860.0
2024-04-16 00:00:00+00:00,高湿事件,52,2024-04-18 04:00:00+00:00,42.132,27.449,37.906,41.31,0,正常开放,0,正常开放,57.312,60.201,64.587,20.51,20.22,860.0
2024-04-16 00:00:00+00:00,高湿事件,53,2024-04-18 05:00:00+00:00,41.187,26.68,37.018,40.808,0,正常开放,0,正常开放,57.216,59.814,64.34,21.35,19.3,860.0
2024-04-16 00:00:00+00:00,高湿事件,54,2024-04-18 06:00:00+00:00,40.76,26.622,36.709,40.422,0,正常开放,0,正常开放,57.146,59.667,64.098,21.87,18.73,860.0
2024-04-16 00:00:00+00:00,高湿事件,55,2024-04-18 07:00:00+00:00,40.951,27.336,37.062,40.253,0,正常开放,0,正常开放,57.101,59.649,63.985,21.98,18.6,860.0
2024-04-16 00:00:00+00:00,高湿事件,56,2024-04-18 08:00:00+00:00,41.763,28.78,38.064,39.807,0,正常开放,0,正常开放,57.058,59.602,63.725,21.7,18.96,1290.0
2024-04-16 00:00:00+00:00,高湿事件,57,2024-04-18 09:00:00+00:00,43.071,30.771,39.57,41.881,0,正常开放,0,正常开放,56.956,59.541,63.24,21.12,20.6,1290.0
2024-04-16 00:00:00+00:00,高湿事件,58,2024-04-18 10:00:00+00:00,44.618,32.959,41.297,53.107,0,正常开放,0,正常开放,56.868,59.409,62.932,19.74,26.49,196.5
2024-04-16 00:00:00+00:00,高湿事件,59,2024-04-18 11:00:00+00:00,46.111,34.973,42.937,58.805,0,正常开放,0,正常开放,56.811,58.805,62.873,17.62,37.19,131.0
2024-04-16 00:00:00+00:00,高湿事件,60,2024-04-18 12:00:00+00:00,47.307,36.512,44.23,65.753,0,正常开放,0,正常开放,56.802,58.879,62.846,15.47,49.63,131.0
2024-04-16 00:00:00+00:00,高湿事件,61,2024-04-18 13:00:00+00:00,48.088,37.498,45.071,71.753,0,正常开放,0,正常开放,56.781,59.19,62.758,13.73,60.88,131.0
2024-04-16 00:00:00+00:00,高湿事件,62,2024-04-18 14:00:00+00:00,48.465,38.037,45.499,76.018,0,正常开放,0,正常开放,56.779,59.371,62.407,12.6,68.89,131.0
2024-04-16 00:00:00+00:00,高湿事件,63,2024-04-18 15:00:00+00:00,48.551,38.292,45.637,78.783,0,正常开放,0,正常开放,56.831,59.565,62.54,11.44,76.06,131.0
2024-04-16 00:00:00+00:00,高湿事件,64,2024-04-18 16:00:00+00:00,48.488,38.389,45.615,79.441,0,正常开放,0,正常开放,56.842,59.542,62.663,10.45,79.82,131.0
2024-04-16 00:00:00+00:00,高湿事件,65,2024-04-18 17:00:00+00:00,48.407,38.424,45.56,78.659,0,正常开放,0,正常开放,56.855,59.424,62.532,9.81,80.61,131.0
