scenario,readout,origin,step_h,RH_pred,RH_true,level
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,21,47.487,40.006,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,22,46.341,40.303,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,23,45.07,40.925,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,24,43.806,40.684,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,25,42.719,39.919,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,26,41.957,39.425,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,27,41.647,39.247,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,28,41.874,39.402,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,29,42.641,39.685,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,30,43.849,40.24,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,31,45.306,46.535,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,32,46.831,46.384,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,33,48.268,45.884,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,34,49.501,45.039,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,35,50.419,44.211,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,36,50.986,43.686,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,37,51.218,43.411,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,38,51.172,43.299,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,39,50.955,44.012,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,40,50.692,46.223,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,41,50.431,49.419,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,42,50.126,52.785,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,43,49.696,55.845,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,44,49.035,58.557,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,45,48.117,69.119,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,46,46.988,68.892,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,47,45.731,68.301,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,48,44.47,66.978,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,49,43.365,65.951,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,50,42.551,65.278,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,51,42.159,64.284,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,52,42.28,63.0,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,53,42.935,62.037,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,54,44.042,61.066,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,55,45.425,60.017,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,56,46.899,58.284,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,57,48.302,57.795,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,58,49.505,58.02,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,59,50.408,58.125,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,60,50.986,57.925,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,61,51.258,57.458,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,62,51.274,56.821,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,63,51.129,56.235,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,64,50.933,55.874,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,65,50.723,55.571,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,66,50.448,55.859,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,67,50.031,56.712,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,68,49.372,57.372,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,69,48.443,62.173,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,70,47.275,65.621,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,71,45.958,72.107,0
偏高湿,分位数 τ=0.9,2024-06-17 03:00:00+00:00,72,44.632,72.899,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,0,42.323,36.847,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,1,41.412,36.073,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,2,40.921,35.721,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,3,40.954,35.526,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,4,41.559,35.778,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,5,42.703,36.751,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,6,44.258,38.019,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,7,46.014,45.057,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,8,47.781,45.521,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,9,49.408,46.035,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,10,50.774,46.582,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,11,51.787,46.72,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,12,52.426,46.97,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,13,52.729,47.012,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,14,52.767,46.744,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,15,52.646,46.242,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,16,52.497,45.687,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,17,52.379,45.251,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,18,52.255,45.011,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,19,52.037,45.143,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,20,51.609,44.935,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,21,50.923,40.006,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,22,50.001,40.303,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,23,48.908,40.925,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,24,47.758,40.684,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,25,46.715,39.919,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,26,45.938,39.425,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,27,45.557,39.247,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,28,45.658,39.402,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,29,46.265,39.685,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,30,47.309,40.24,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,31,48.623,46.535,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,32,50.024,46.384,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,33,51.357,45.884,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,34,52.501,45.039,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,35,53.348,44.211,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,36,53.857,43.686,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,37,54.058,43.411,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,38,54.013,43.299,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,39,53.828,44.012,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,40,53.62,46.223,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,41,53.439,49.419,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,42,53.256,52.785,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,43,52.996,55.845,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,44,52.55,58.557,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,45,51.863,69.119,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,46,50.947,68.892,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,47,49.863,68.301,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,48,48.711,66.978,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,49,47.633,65.951,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,50,46.772,65.278,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,51,46.263,64.284,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,52,46.213,63.0,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,53,46.664,62.037,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,54,47.568,61.066,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,55,48.777,60.017,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,56,50.111,58.284,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,57,51.408,57.795,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,58,52.527,58.02,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,59,53.361,58.125,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,60,53.888,57.925,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,61,54.137,57.458,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,62,54.167,56.821,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,63,54.071,56.235,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,64,53.953,55.874,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,65,53.847,55.571,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,66,53.714,55.859,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,67,53.48,56.712,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,68,53.047,57.372,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,69,52.349,62.173,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,70,51.386,65.621,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,71,50.222,72.107,0
偏高湿,分位数 τ=0.95,2024-06-17 03:00:00+00:00,72,48.987,72.899,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,0,36.319,34.338,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,1,36.16,34.414,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,2,35.671,34.429,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,3,34.67,34.341,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,4,33.141,27.212,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,5,31.249,24.851,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,6,29.317,23.605,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,7,27.631,22.53,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,8,26.406,21.928,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,9,25.763,21.552,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,10,25.763,21.254,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,11,26.43,21.126,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,12,27.764,21.362,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,13,29.66,22.103,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,14,31.813,29.202,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,15,33.866,32.55,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,16,35.454,34.789,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,17,36.441,35.963,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,18,36.904,36.302,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,19,37.013,36.366,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,20,36.94,36.301,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,21,36.808,36.159,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,22,36.668,36.053,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,23,36.542,35.941,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,24,36.401,35.736,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,25,36.118,35.472,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,26,35.539,35.212,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,27,34.479,34.924,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,28,32.916,28.296,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,29,31.007,27.416,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,30,29.064,28.687,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,31,27.367,27.661,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,32,26.124,26.254,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,33,25.453,24.933,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,34,25.412,23.476,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,35,26.029,22.175,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,36,27.307,21.124,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,37,29.148,20.472,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,38,31.25,27.514,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,39,33.254,31.444,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,40,34.8,32.447,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,41,35.751,32.713,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,42,36.186,32.816,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,43,36.277,32.801,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,44,36.195,32.639,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,45,36.064,32.397,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,46,35.933,31.971,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,47,35.823,31.365,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,48,35.7,30.64,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,49,35.438,29.872,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,50,34.881,29.22,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,51,33.85,28.788,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,52,32.317,17.798,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,53,30.442,15.443,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,54,28.536,16.776,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,55,26.871,17.439,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,56,25.648,17.496,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,57,24.987,17.788,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,58,24.949,18.565,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,59,25.565,19.388,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,60,26.842,19.968,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,61,28.685,20.809,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,62,30.791,28.177,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,63,32.799,31.239,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,64,34.349,33.233,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,65,35.313,34.762,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,66,35.769,36.117,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,67,35.89,37.421,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,68,35.847,38.527,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,69,35.758,39.306,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,70,35.668,39.841,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,71,35.593,40.162,0
平稳期,线性 MSE,2025-09-11 20:00:00+00:00,72,35.5,40.301,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,0,39.323,34.338,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,1,39.539,34.414,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,2,39.548,34.429,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,3,39.141,34.341,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,4,38.24,27.212,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,5,36.924,24.851,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,6,35.414,23.605,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,7,33.965,22.53,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,8,32.797,21.928,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,9,32.087,21.552,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,10,31.943,21.254,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,11,32.422,21.126,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,12,33.511,21.362,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,13,35.112,22.103,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,14,36.954,29.202,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,15,38.729,32.55,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,16,40.136,34.789,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,17,41.03,35.963,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,18,41.428,36.302,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,19,41.467,36.366,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,20,41.323,36.301,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,21,41.139,36.159,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,22,41.0,36.053,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,23,40.96,35.941,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,24,41.005,35.736,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,25,41.035,35.472,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,26,40.91,35.212,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,27,40.447,34.924,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,28,39.54,28.296,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,29,38.222,27.416,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,30,36.682,28.687,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,31,35.157,27.661,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,32,33.873,26.254,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,33,33.018,24.933,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,34,32.719,23.476,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,35,33.035,22.175,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,36,33.964,21.124,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,37,35.406,20.472,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,38,37.104,27.514,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,39,38.759,31.444,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,40,40.079,32.447,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,41,40.909,32.713,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,42,41.265,32.816,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,43,41.273,32.801,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,44,41.102,32.639,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,45,40.894,32.397,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,46,40.741,31.971,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,47,40.685,31.365,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,48,40.715,30.64,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,49,40.738,29.872,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,50,40.624,29.22,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,51,40.194,28.788,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,52,39.332,17.798,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,53,38.067,15.443,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,54,36.575,16.776,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,55,35.085,17.439,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,56,33.81,17.496,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,57,32.938,17.788,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,58,32.602,18.565,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,59,32.874,19.388,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,60,33.765,19.968,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,61,35.175,20.809,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,62,36.852,28.177,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,63,38.486,31.239,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,64,39.793,33.233,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,65,40.63,34.762,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,66,41.016,36.117,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,67,41.081,37.421,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,68,40.986,38.527,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,69,40.867,39.306,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,70,40.806,39.841,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,71,40.84,40.162,0
平稳期,分位数 τ=0.9,2025-09-11 20:00:00+00:00,72,40.951,40.301,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,0,40.417,34.338,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,1,40.776,34.414,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,2,40.972,34.429,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,3,40.812,34.341,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,4,40.192,27.212,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,5,39.128,24.851,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,6,37.805,23.605,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,7,36.457,22.53,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,8,35.316,21.928,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,9,34.579,21.552,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,10,34.379,21.254,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,11,34.774,21.126,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,12,35.767,21.362,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,13,37.235,22.103,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,14,38.934,29.202,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,15,40.591,32.55,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,16,41.921,34.789,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,17,42.775,35.963,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,18,43.138,36.302,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,19,43.14,36.366,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,20,42.966,36.301,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,21,42.754,36.159,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,22,42.617,36.053,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,23,42.594,35.941,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,24,42.702,35.736,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,25,42.847,35.472,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,26,42.897,35.212,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,27,42.667,34.924,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,28,42.021,28.296,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,29,40.945,27.416,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,30,39.578,28.687,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,31,38.13,27.661,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,32,36.839,26.254,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,33,35.915,24.933,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,34,35.498,23.476,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,35,35.669,22.175,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,36,36.441,21.124,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,37,37.704,20.472,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,38,39.238,27.514,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,39,40.755,31.444,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,40,41.99,32.447,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,41,42.779,32.713,0
平稳期,分位数 τ=0.95,2025-09-11 20:00:00+00:00,42,43.109,32.816,0
